kok	German
komedie	German
komisk	German
kort	German
kradse	German
kujon	German
kvark	German
kvarter	German
kvarts	German
lak	German
liderlig	German
Liselotte	German
liste	German
ludder	German
lærk	German
m/	German
Marlene	German
martre	German
mejeri	German
mejsel	German
melis	German
mislykkes	German
mol	German
muffe	German
myriade	German
nar	German
nedertysk	German
net	German
nøgtern	German
Oda	German
offentlig	German
onkel	German
ordentlig	German
orgel	German
Otto	German
paprika	German
pas	German
pauke	German
Peloponnes	German
Polen	German
politik	German
politiker	German
politisk	German
polterabend	German
pragt	German
presse	German
prins	German
procent	German
prægtig	German
rabat	German
radbrække	German
rage	German
regelmæssig	German
rejse	German
Rothschild	German
runde	German
rygrad	German
Sachsen	German
saft	German
salonfähig	German
scheisse	German
Schwarzwälder Kirschtorte	German
se an	German
seddel	German
sigt	German
sigte	German
sigøjner	German
sjofel	German
skaffe	German
skalte	German
skridt	German
skue	German
sky	German
skærtse	German
slagter	German
slave	German
slavisk	German
slugt	German
sløjfe	German
snaps	German
socialdemokrat	German
socialdemokrati	German
spalte	German
spatel	German
specialisere	German
staffeli	German
stilleben	German
stof	German
stræbe	German
svækling	German
syndflod	German
sålbænk	German
søjle	German
tante	German
tast	German
tastatur	German
Themsen	German
tjekke	German
tragedie	German
tragisk	German
trapez	German
trist	German
trit	German
trods	German
træf	German
træffe	German
trøffel	German
ungefähr	German
ungefær	German
uvæsen	German
valte	German
vampyr	German
vat	German
velberåd	German
verfe	German
virkelig	German
vits	German
vrage	German
væsen	German
væsentlig	German
Wolfgang	German
zirkon	German
ærgerlig	German
ætse	German
a cappella	Italian
a conto	Italian
akvarel	Italian
arie	Italian
arkitrav	Italian
bankerot	Italian
Bianca	Italian
caffelatte	Italian
fallit	Italian
fatamorgana	Italian
forte	Italian
fuga	Italian
Genova	Italian
grave	Italian
konto	Italian
mandola	Italian
Napoli	Italian
patina	Italian
pizza	Italian
soda	Italian
sonate	Italian
sonet	Italian
tempo	Italian
tulipan	Italian
valuta	Italian
aikido	Japanese
anime	Japanese
bonsai	Japanese
harakiri	Japanese
judo	Japanese
karate	Japanese
kimono	Japanese
manga	Japanese
ninja	Japanese
seppuku	Japanese
shogun	Japanese
sudoku	Japanese
sushi	Japanese
tsunami	Japanese
absurd	Latin
addere	Latin
adjunkt	Latin
advent	Latin
agere	Latin
agil	Latin
aktie	Latin
aktiv	Latin
Alper	Latin
Alperne	Latin
apologetisk	Latin
Aristoteles	Latin
Athen	Latin
athenienser	Latin
atheniensisk	Latin
attisk	Latin
auditorium	Latin
august	Latin
autoritet	Latin
basis	Latin
blide	Latin
Britannien	Latin
cancer	Latin
central	Latin
Cicero	Latin
cirkel	Latin
citer	Latin
civil	Latin
conditio humana	Latin
dativ	Latin
debil	Latin
debitor	Latin
dekret	Latin
desperation	Latin
discipel	Latin
distrahere	Latin
ekspansion	Latin
eksponere	Latin
ekstrahere	Latin
elefant	Latin
episk	Latin
erektion	Latin
et tu, Brute	Latin
Europa	Latin
europæer	Latin
europæisk	Latin
fabrik	Latin
familie	Latin
fiksere	Latin
form	Latin
funktion	Latin
føniks	Latin
gemme	Latin
glans	Latin
humor	Latin
humør	Latin
id	Latin
ignorant	Latin
ignorere	Latin
imperium	Latin
impuls	Latin
information	Latin
ingrediens	Latin
inkorporere	Latin
institution	Latin
Italien	Latin
jura	Latin
kamin	Latin
kandidat	Latin
kapitel	Latin
kapitæl	Latin
klassiker	Latin
klassisk	Latin
komedie	Latin
komisk	Latin
kompleks	Latin
konditor	Latin
labil	Latin
legal	Latin
lektor	Latin
maj	Latin
Majestæt	Latin
Maria	Latin
marin	Latin
Markus	Latin
medie	Latin
memento mori	Latin
minister	Latin
minut	Latin
monument	Latin
mor	Latin
museum	Latin
mæcen	Latin
ne bis in idem	Latin
neutrum	Latin
nominal	Latin
olie	Latin
origo	Latin
parat	Latin
passiv	Latin
Paula	Latin
Paulus	Latin
penis	Latin
pensum	Latin
pression	Latin
privilegium	Latin
prosit	Latin
pulver	Latin
Pyrenæerne	Latin
radius	Latin
raritet	Latin
recessiv	Latin
region	Latin
rekonvalescent	Latin
resonere	Latin
rotere	Latin
student	Latin
sulfur	Latin
supplere	Latin
symbol	Latin
taks	Latin
tangens	Latin
testimonium	Latin
tragedie	Latin
tragisk	Latin
trapez	Latin
ultra-	Latin
vagina	Latin
veteran	Latin
via	Latin
vice versa	Latin
virus	Latin
visum	Latin
zenit	Latin
